,0,1,2,3,4,5,6
195,NetSig,LUAD,InBio,5700,470.116,196,PSMC1
196,NetSig,LUAD,InBio,253314,469.734,197,EIF4E1B
197,NetSig,LUAD,InBio,6229,469.548,198,RPS24
198,NetSig,LUAD,InBio,220,469.429,199,ALDH1A3
199,NetSig,LUAD,InBio,8663,467.292,200,EIF3C
200,NetSig,LUAD,InBio,7417,466.976,201,VDAC2
201,NetSig,LUAD,InBio,9669,466.263,202,EIF5B
202,NetSig,LUAD,InBio,11091,466.064,203,WDR5
203,NetSig,LUAD,InBio,9129,465.488,204,PRPF3
204,NetSig,LUAD,InBio,5300,464.916,205,PIN1
205,NetSig,LUAD,InBio,23451,463.779,206,SF3B1
206,NetSig,LUAD,InBio,10014,463.412,207,HDAC5
207,NetSig,LUAD,InBio,4191,462.23,208,MDH2
208,NetSig,LUAD,InBio,27339,461.864,209,PRPF19
209,NetSig,LUAD,InBio,5440,461.523,210,POLR2K
210,NetSig,LUAD,InBio,604,461.096,211,BCL6
211,NetSig,LUAD,InBio,5093,459.699,212,PCBP1
212,NetSig,LUAD,InBio,6638,459.395,213,SNRPN
213,NetSig,LUAD,InBio,3015,458.27,214,H2AFZ
214,NetSig,LUAD,InBio,10980,456.903,215,COPS6
215,NetSig,LUAD,InBio,25885,455.98,216,POLR1A
216,NetSig,LUAD,InBio,3551,455.757,217,IKBKB
217,NetSig,LUAD,InBio,55131,454.285,218,RBM28
218,NetSig,LUAD,InBio,8662,453.597,219,EIF3B
219,NetSig,LUAD,InBio,5887,453.371,220,RAD23B
220,NetSig,LUAD,InBio,5903,452.338,221,RANBP2
221,NetSig,LUAD,InBio,9657,451.028,222,IQCB1
222,NetSig,LUAD,InBio,29789,449.755,223,OLA1
223,NetSig,LUAD,InBio,5885,447.388,224,RAD21
224,NetSig,LUAD,InBio,5901,445.759,225,RAN
225,NetSig,LUAD,InBio,1737,445.146,226,DLAT
226,NetSig,LUAD,InBio,55110,444.94,227,MAGOHB
227,NetSig,LUAD,InBio,6427,444.737,228,SRSF2
228,NetSig,LUAD,InBio,6657,443.827,229,SOX2
229,NetSig,LUAD,InBio,9343,441.53,230,EFTUD2
230,NetSig,LUAD,InBio,10250,441.39,231,SRRM1
231,NetSig,LUAD,InBio,6138,440.244,232,RPL15
232,NetSig,LUAD,InBio,84154,437.83,233,RPF2
233,NetSig,LUAD,InBio,5982,437.442,234,RFC2
234,NetSig,LUAD,InBio,4831,436.941,235,NME2
235,NetSig,LUAD,InBio,9416,436.928,236,DDX23
236,NetSig,LUAD,InBio,55749,436.556,237,CCAR1
237,NetSig,LUAD,InBio,1968,435.535,238,EIF2S3
238,NetSig,LUAD,InBio,29894,434.326,239,CPSF1
239,NetSig,LUAD,InBio,55930,433.714,240,MYO5C
240,NetSig,LUAD,InBio,7307,431.754,241,U2AF1
241,NetSig,LUAD,InBio,6877,431.286,242,TAF5
242,NetSig,LUAD,InBio,4830,430.958,243,NME1
243,NetSig,LUAD,InBio,27258,429.757,244,LSM3
244,NetSig,LUAD,InBio,3107,429.735,245,HLA-C
245,NetSig,LUAD,InBio,9520,429.063,246,NPEPPS
246,NetSig,LUAD,InBio,9045,428.991,247,RPL14
247,NetSig,LUAD,InBio,9601,427.264,248,PDIA4
248,NetSig,LUAD,InBio,5236,427.097,249,PGM1
249,NetSig,LUAD,InBio,8924,426.643,250,HERC2
250,NetSig,LUAD,InBio,23246,425.677,251,BOP1
251,NetSig,LUAD,InBio,6647,425.078,252,SOD1
252,NetSig,LUAD,InBio,23521,424.821,253,RPL13A
253,NetSig,LUAD,InBio,220988,423.111,254,HNRNPA3
254,NetSig,LUAD,InBio,6829,422.46,255,SUPT5H
255,NetSig,LUAD,InBio,23435,422.201,256,TARDBP
256,NetSig,LUAD,InBio,9991,421.726,257,PTBP3
257,NetSig,LUAD,InBio,10514,421.082,258,MYBBP1A
258,NetSig,LUAD,InBio,65109,420.579,259,UPF3B
259,NetSig,LUAD,InBio,3191,420.118,260,HNRNPL
260,NetSig,LUAD,InBio,1503,419.746,261,CTPS1
261,NetSig,LUAD,InBio,2801,419.548,262,GOLGA2
262,NetSig,LUAD,InBio,1984,419.329,263,EIF5A
263,NetSig,LUAD,InBio,6732,419.241,264,SRPK1
264,NetSig,LUAD,InBio,5709,417.768,265,PSMD3
265,NetSig,LUAD,InBio,4839,416.925,266,NOP2
266,NetSig,LUAD,InBio,7321,416.202,267,UBE2D1
267,NetSig,LUAD,InBio,7468,415.592,268,WHSC1
268,NetSig,LUAD,InBio,9656,414.685,269,MDC1
269,NetSig,LUAD,InBio,5713,413.714,270,PSMD7
270,NetSig,LUAD,InBio,1385,413.592,271,CREB1
271,NetSig,LUAD,InBio,2182,413.172,272,ACSL4
272,NetSig,LUAD,InBio,6449,412.743,273,SGTA
273,NetSig,LUAD,InBio,56648,411.26,274,EIF5A2
274,NetSig,LUAD,InBio,4644,410.337,275,MYO5A
275,NetSig,LUAD,InBio,4092,409.807,276,SMAD7
276,NetSig,LUAD,InBio,3182,409.099,277,HNRNPAB
277,NetSig,LUAD,InBio,56949,408.561,278,XAB2
278,NetSig,LUAD,InBio,5521,407.685,279,PPP2R2B
279,NetSig,LUAD,InBio,6749,406.436,280,SSRP1
280,NetSig,LUAD,InBio,5356,404.931,281,PLRG1
281,NetSig,LUAD,InBio,6595,404.376,282,SMARCA2
282,NetSig,LUAD,InBio,1022,403.364,283,CDK7
283,NetSig,LUAD,InBio,81929,403.121,284,SEH1L
284,NetSig,LUAD,InBio,27068,402.634,285,PPA2
285,NetSig,LUAD,InBio,6927,402.454,286,HNF1A
286,NetSig,LUAD,InBio,4361,402.109,287,MRE11A
287,NetSig,LUAD,InBio,6143,401.758,288,RPL19
288,NetSig,LUAD,InBio,708,400.003,289,C1QBP
289,NetSig,LUAD,InBio,1654,399.754,290,DDX3X
290,NetSig,LUAD,InBio,56474,399.716,291,CTPS2
291,NetSig,LUAD,InBio,9533,399.432,292,POLR1C
292,NetSig,LUAD,InBio,8480,399.365,293,RAE1
293,NetSig,LUAD,InBio,11190,399.308,294,CEP250
294,NetSig,LUAD,InBio,6418,398.498,295,SET
295,NetSig,LUAD,InBio,6721,398.218,296,SREBF2
296,NetSig,LUAD,InBio,22827,398.213,297,PUF60
297,NetSig,LUAD,InBio,9092,397.361,298,SART1
298,NetSig,LUAD,InBio,2962,397.079,299,GTF2F1
299,NetSig,LUAD,InBio,57696,396.96,300,DDX55
300,NetSig,LUAD,InBio,5108,396.15,301,PCM1
301,NetSig,LUAD,InBio,8556,395.489,302,CDC14A
302,NetSig,LUAD,InBio,10992,395.037,303,SF3B2
303,NetSig,LUAD,InBio,7046,394.407,304,TGFBR1
304,NetSig,LUAD,InBio,51340,394.264,305,CRNKL1
305,NetSig,LUAD,InBio,10036,394.196,306,CHAF1A
306,NetSig,LUAD,InBio,7185,394.183,307,TRAF1
307,NetSig,LUAD,InBio,9861,394.142,308,PSMD6
308,NetSig,LUAD,InBio,5706,394.064,309,PSMC6
309,NetSig,LUAD,InBio,5230,394.006,310,PGK1
310,NetSig,LUAD,InBio,4436,392.217,311,MSH2
311,NetSig,LUAD,InBio,372,391.897,312,ARCN1
312,NetSig,LUAD,InBio,117178,391.822,313,SSX2IP
313,NetSig,LUAD,InBio,7419,390.811,314,VDAC3
314,NetSig,LUAD,InBio,3611,390.774,315,ILK
315,NetSig,LUAD,InBio,27316,390.529,316,RBMX
316,NetSig,LUAD,InBio,10713,387.865,317,USP39
317,NetSig,LUAD,InBio,5577,387.522,318,PRKAR2B
318,NetSig,LUAD,InBio,6637,387.476,319,SNRPG
319,NetSig,LUAD,InBio,51593,387.044,320,SRRT
320,NetSig,LUAD,InBio,10959,387.019,321,TMED2
321,NetSig,LUAD,InBio,65095,386.852,322,KRI1
322,NetSig,LUAD,InBio,9662,386.788,323,CEP135
323,NetSig,LUAD,InBio,57461,386.341,324,ISY1
324,NetSig,LUAD,InBio,6780,386.338,325,STAU1
325,NetSig,LUAD,InBio,79003,385.585,326,MIS12
326,NetSig,LUAD,InBio,472,385.579,327,ATM
327,NetSig,LUAD,InBio,10946,385.489,328,SF3A3
328,NetSig,LUAD,InBio,6925,385.046,329,TCF4
329,NetSig,LUAD,InBio,8481,384.947,330,OFD1
330,NetSig,LUAD,InBio,27238,384.733,331,GPKOW
331,NetSig,LUAD,InBio,4292,383.716,332,MLH1
332,NetSig,LUAD,InBio,2963,382.327,333,GTF2F2
333,NetSig,LUAD,InBio,5094,380.422,334,PCBP2
334,NetSig,LUAD,InBio,6635,379.544,335,SNRPE
335,NetSig,LUAD,InBio,57187,379.528,336,THOC2
336,NetSig,LUAD,InBio,6432,379.17,337,SRSF7
337,NetSig,LUAD,InBio,5728,378.924,338,PTEN
338,NetSig,LUAD,InBio,4674,378.767,339,NAP1L2
339,NetSig,LUAD,InBio,7334,378.427,340,UBE2N
340,NetSig,LUAD,InBio,55294,376.369,341,FBXW7
341,NetSig,LUAD,InBio,4645,375.97,342,MYO5B
342,NetSig,LUAD,InBio,10498,375.856,343,CARM1
343,NetSig,LUAD,InBio,23076,375.806,344,RRP1B
344,NetSig,LUAD,InBio,5009,374.541,345,OTC
345,NetSig,LUAD,InBio,6626,373.199,346,SNRPA
346,NetSig,LUAD,InBio,9320,372.505,347,TRIP12
347,NetSig,LUAD,InBio,11137,372.033,348,PWP1
348,NetSig,LUAD,InBio,3024,371.965,349,HIST1H1A
349,NetSig,LUAD,InBio,9632,371.715,350,SEC24C
350,NetSig,LUAD,InBio,6428,371.68,351,SRSF3
351,NetSig,LUAD,InBio,11051,371.556,352,NUDT21
352,NetSig,LUAD,InBio,143244,371.244,353,EIF5AL1
353,NetSig,LUAD,InBio,51116,370.92,354,MRPS2
354,NetSig,LUAD,InBio,54433,369.743,355,GAR1
355,NetSig,LUAD,InBio,9477,369.631,356,MED20
356,NetSig,LUAD,InBio,4792,369.162,357,NFKBIA
357,NetSig,LUAD,InBio,158983,368.019,358,H2BFWT
358,NetSig,LUAD,InBio,6606,367.891,359,SMN1
359,NetSig,LUAD,InBio,23350,366.563,360,U2SURP
360,NetSig,LUAD,InBio,5576,366.494,361,PRKAR2A
361,NetSig,LUAD,InBio,5714,366.348,362,PSMD8
362,NetSig,LUAD,InBio,1147,365.985,363,CHUK
363,NetSig,LUAD,InBio,8175,365.431,364,SF3A2
364,NetSig,LUAD,InBio,51690,365.176,365,LSM7
365,NetSig,LUAD,InBio,6631,364.819,366,SNRPC
366,NetSig,LUAD,InBio,261734,364.208,367,NPHP4
367,NetSig,LUAD,InBio,22981,363.297,368,NINL
368,NetSig,LUAD,InBio,8666,362.839,369,EIF3G
369,NetSig,LUAD,InBio,4643,362.581,370,MYO1E
370,NetSig,LUAD,InBio,2965,362.327,371,GTF2H1
371,NetSig,LUAD,InBio,50484,362.155,372,RRM2B
372,NetSig,LUAD,InBio,51362,362.084,373,CDC40
373,NetSig,LUAD,InBio,5914,361.729,374,RARA
374,NetSig,LUAD,InBio,6429,361.713,375,SRSF4
375,NetSig,LUAD,InBio,6731,360.98,376,SRP72
376,NetSig,LUAD,InBio,23236,360.284,377,PLCB1
377,NetSig,LUAD,InBio,9646,359.941,378,CTR9
378,NetSig,LUAD,InBio,728689,358.399,379,EIF3CL
379,NetSig,LUAD,InBio,54617,358.263,380,INO80
380,NetSig,LUAD,InBio,4833,357.365,381,NME4
381,NetSig,LUAD,InBio,51428,356.996,382,DDX41
382,NetSig,LUAD,InBio,6430,356.774,383,SRSF5
383,NetSig,LUAD,InBio,84464,356.634,384,SLX4
384,NetSig,LUAD,InBio,975,356.277,385,CD81
385,NetSig,LUAD,InBio,2956,353.918,386,MSH6
386,NetSig,LUAD,InBio,10483,353.869,387,SEC23B
387,NetSig,LUAD,InBio,9295,353.252,388,SRSF11
388,NetSig,LUAD,InBio,51366,351.706,389,UBR5
389,NetSig,LUAD,InBio,10949,350.88,390,HNRNPA0
390,NetSig,LUAD,InBio,23636,350.517,391,NUP62
391,NetSig,LUAD,InBio,11034,348.798,392,DSTN
392,NetSig,LUAD,InBio,10898,346.576,393,CPSF4
393,NetSig,LUAD,InBio,5691,346.399,394,PSMB3
394,NetSig,LUAD,InBio,7024,345.589,395,TFCP2
395,NetSig,LUAD,InBio,529,344.995,396,ATP6V1E1
396,NetSig,LUAD,InBio,6241,344.985,397,RRM2
397,NetSig,LUAD,InBio,57703,344.971,398,CWC22
398,NetSig,LUAD,InBio,200728,342.91,399,TMEM17
399,NetSig,LUAD,InBio,79869,342.834,400,CPSF7
400,NetSig,LUAD,InBio,51616,342.409,401,TAF9B
401,NetSig,LUAD,InBio,29978,342.19,402,UBQLN2
402,NetSig,LUAD,InBio,1029,341.832,403,CDKN2A
403,NetSig,LUAD,InBio,6605,341.374,404,SMARCE1
404,NetSig,LUAD,InBio,6176,339.738,405,RPLP1
405,NetSig,LUAD,InBio,26523,339.043,406,AGO1
406,NetSig,LUAD,InBio,145508,337.958,407,CEP128
407,NetSig,LUAD,InBio,10726,337.38,408,NUDC
408,NetSig,LUAD,InBio,6199,337.267,409,RPS6KB2
409,NetSig,LUAD,InBio,4854,337.017,410,NOTCH3
410,NetSig,LUAD,InBio,5834,336.758,411,PYGB
411,NetSig,LUAD,InBio,114907,336.12,412,FBXO32
412,NetSig,LUAD,InBio,6301,335.509,413,SARS
413,NetSig,LUAD,InBio,56254,335.051,414,RNF20
414,NetSig,LUAD,InBio,57794,334.661,415,SUGP1
415,NetSig,LUAD,InBio,8626,334.624,416,TP63
416,NetSig,LUAD,InBio,3421,334.555,417,IDH3G
417,NetSig,LUAD,InBio,80321,334.552,418,CEP70
418,NetSig,LUAD,InBio,6133,333.814,419,RPL9
419,NetSig,LUAD,InBio,5239,333.597,420,PGM5
420,NetSig,LUAD,InBio,8896,333.463,421,BUD31
421,NetSig,LUAD,InBio,1616,333.174,422,DAXX
422,NetSig,LUAD,InBio,9636,333.05,423,ISG15
423,NetSig,LUAD,InBio,8683,333.046,424,SRSF9
424,NetSig,LUAD,InBio,5837,331.11,425,PYGM
425,NetSig,LUAD,InBio,23658,331.078,426,LSM5
426,NetSig,LUAD,InBio,4683,330.877,427,NBN
427,NetSig,LUAD,InBio,55759,330.423,428,WDR12
428,NetSig,LUAD,InBio,140801,330.417,429,RPL10L
429,NetSig,LUAD,InBio,10197,330.375,430,PSME3
430,NetSig,LUAD,InBio,4218,329.906,431,RAB8A
431,NetSig,LUAD,InBio,5426,329.791,432,POLE
432,NetSig,LUAD,InBio,6789,329.707,433,STK4
433,NetSig,LUAD,InBio,90423,329.012,434,ATP6V1E2
434,NetSig,LUAD,InBio,6729,328.849,435,SRP54
435,NetSig,LUAD,InBio,5869,328.331,436,RAB5B
436,NetSig,LUAD,InBio,6888,328.309,437,TALDO1
437,NetSig,LUAD,InBio,57062,327.764,438,DDX24
438,NetSig,LUAD,InBio,5836,327.299,439,PYGL
439,NetSig,LUAD,InBio,9612,326.352,440,NCOR2
440,NetSig,LUAD,InBio,10978,325.79,441,CLP1
441,NetSig,LUAD,InBio,9958,325.228,442,USP15
442,NetSig,LUAD,InBio,6227,325.064,443,RPS21
443,NetSig,LUAD,InBio,830,324.156,444,CAPZA2
444,NetSig,LUAD,InBio,5598,323.515,445,MAPK7
445,NetSig,LUAD,InBio,6168,323.442,446,RPL37A
446,NetSig,LUAD,InBio,6885,322.717,447,MAP3K7
447,NetSig,LUAD,InBio,4542,322.051,448,MYO1F
448,NetSig,LUAD,InBio,25842,321.405,449,ASF1A
449,NetSig,LUAD,InBio,81876,321.383,450,RAB1B
450,NetSig,LUAD,InBio,30827,320.795,451,CXXC1
451,NetSig,LUAD,InBio,23517,320.673,452,SKIV2L2
