,gene,score
37512,DNMT3A,0.8440000000000001
37513,DAZAP1,0.843
37516,CIC,0.8390000000000001
37517,NCOR1,0.838
37519,CDKN1A,0.8320000000000001
37522,MSH6,0.826
37523,KAT8,0.825
37524,PTPN11,0.8220000000000001
37526,KLF6,0.82
37527,PPP2R1A,0.8190000000000001
37528,CDK12,0.815
37529,PCBP1,0.813
37531,ATF7IP,0.812
37532,ACVR2A,0.81
37533,USP28,0.8079999999999999
37538,MTOR,0.805
37539,CHD8,0.804
37540,EEF1A1,0.802
37542,TRAF3IP2,0.7929999999999999
37543,B2M,0.789
37545,PIK3R2,0.787
37546,ERBB3,0.785
37547,FOXP1,0.784
37548,LMO2,0.775
37551,CDKN1B,0.7709999999999999
37552,CHUK,0.77
37554,ZC3H13,0.768
37555,RTF1,0.768
37556,SIN3A,0.7659999999999999
37557,RAB14,0.7659999999999999
37558,PTCH1,0.764
37560,PICALM,0.764
37561,SMAD2,0.7609999999999999
37563,CHD4,0.758
37564,ATXN3,0.757
37566,SFXN1,0.753
37568,DHX15,0.7509999999999999
37570,SOD1,0.7490000000000001
37571,MYC,0.748
37572,EIF1AX,0.748
37575,ATP6V1B1,0.7440000000000001
37576,ELF3,0.7440000000000001
37577,MVP,0.743
37579,LZTR1,0.741
37580,GNA13,0.74
37581,PPP6C,0.74
37583,KEAP1,0.733
37585,RXRA,0.732
37586,ARID1B,0.731
37588,SOX9,0.727
37591,HP1BP3,0.723
37595,CCND1,0.72
37596,INPPL1,0.72
37597,SMAD3,0.72
37598,ERCC2,0.7190000000000001
37599,SMARCA4,0.7190000000000001
37600,KIT,0.718
37601,TAF1,0.7140000000000001
37602,IWS1,0.7140000000000001
37604,RAF1,0.713
37606,RQCD1,0.713
37607,GTF2B,0.713
37608,FEZ2,0.7090000000000001
37609,TRAM1,0.708
37610,MLLT1,0.708
37613,MAGED2,0.7040000000000001
37615,UBE2D3,0.703
37616,MEN1,0.701
37618,SRGAP3,0.7
37621,TRIM27,0.6970000000000001
37622,EIF2S2,0.6970000000000001
37625,E2F1,0.696
37627,MAX,0.6920000000000001
37628,GNAS,0.6920000000000001
37630,MLLT4,0.6890000000000001
37631,CYLD,0.6890000000000001
37632,NOTCH2,0.688
37633,TBL1XR1,0.687
37635,CCDC47,0.6859999999999999
37637,HNRNPD,0.685
37638,AFF4,0.685
37639,DCUN1D1,0.684
37645,ATP1A3,0.68
37646,PPP4C,0.68
37647,STAT3,0.68
37649,ZMYM4,0.679
37651,CEP70,0.6759999999999999
37652,EPAS1,0.674
37654,TCEB1,0.674
37657,ATXN2,0.672
37658,MSH3,0.67
37661,RARA,0.669
37665,HNRNPAB,0.6659999999999999
37667,MAP2K2,0.6659999999999999
37668,RAD21,0.664
37670,NUP133,0.6629999999999999
37671,CBFB,0.662
37673,GNA12,0.6609999999999999
37677,RBL2,0.659
37682,ZNRF3,0.657
37683,PLCG1,0.657
37684,BCL2L11,0.657
37685,SPRED1,0.6559999999999999
37686,IDH2,0.6559999999999999
37687,TCF7L2,0.655
37688,NSA2,0.655
37690,TPD52,0.654
37691,SLC12A2,0.654
37693,SMARCD2,0.652
37695,KLF5,0.648
37697,DBN1,0.647
37698,HIST1H3B,0.647
37699,SF1,0.647
37700,RPL22,0.647
37703,POR,0.645
37706,CHEK1,0.644
37708,TSPYL4,0.642
37710,USP48,0.6409999999999999
37711,SMC1A,0.6409999999999999
37712,PPM1D,0.64
37713,PAXIP1,0.639
37714,BRCA2,0.638
37716,DDX52,0.637
37718,TMEM30A,0.636
37727,ARHGAP5,0.633
37730,ETV5,0.632
37731,KHSRP,0.632
37734,PIK3CB,0.629
37736,VAV1,0.628
37737,ACTG1,0.628
37739,NDUFS1,0.627
37741,SMARCB1,0.625
37742,LUC7L2,0.625
37743,COG6,0.625
37747,ING5,0.622
37750,TOP1,0.62
37751,COMMD2,0.62
37753,NOMO1,0.619
37757,PPP4R2,0.617
37758,RNF2,0.617
37759,MLH1,0.614
37761,ERRFI1,0.613
37764,ZMYM2,0.61
37767,LARP4B,0.609
37770,RBM18,0.606
37772,HTRA2,0.605
37777,RPTOR,0.605
37779,JAK3,0.605
37781,LGALS2,0.603
37783,ZBTB33,0.6
37786,ACVR1,0.598
37787,RABGEF1,0.597
37788,NFKBIA,0.597
37789,DNAAF2,0.597
37791,SAT1,0.596
37792,MLF1,0.596
37794,RNMT,0.595
37796,DNAJB1,0.594
37798,PDGFRB,0.593
37799,ATP1B1,0.593
37800,CPSF3L,0.593
37802,BBS4,0.5920000000000001
37806,SUB1,0.591
37807,REPIN1,0.591
37808,XPO1,0.59
37817,MSN,0.589
37820,PKD2,0.588
37825,KPNA3,0.586
37829,MED12,0.584
37830,PSMD1,0.584
37831,UPF3A,0.584
37832,GATA3,0.584
37834,RIT1,0.583
37836,COPS2,0.5820000000000001
37838,WTAP,0.5820000000000001
37841,HNRNPA2B1,0.58
37844,DICER1,0.579
37845,PRKAR1A,0.579
37849,CARD11,0.5770000000000001
37850,CNOT3,0.5770000000000001
37851,SYN1,0.5770000000000001
37852,ARAF,0.5760000000000001
37853,NCOA2,0.5760000000000001
37854,NUMA1,0.575
37856,STRIP1,0.574
37859,RNF128,0.574
37860,MSL3,0.573
37861,ZBTB7B,0.573
37862,UGP2,0.5720000000000001
37863,MCM3,0.5720000000000001
37866,HSP90AA1,0.5710000000000001
37868,ASXL1,0.57
37869,KRT13,0.569
37870,PPP4R1,0.569
37873,RCAN3,0.5670000000000001
37876,MGEA5,0.5670000000000001
37879,CDH2,0.5660000000000001
37880,ZMYM6,0.564
37881,CDK13,0.564
37883,ZBTB24,0.563
37884,PRKACA,0.563
37887,CPLX1,0.563
37889,ATP2B2,0.562
37891,POLD1,0.562
37893,PRKCB,0.561
37894,BTF3L4,0.561
37897,ASXL2,0.56
37901,PPP2R5A,0.5589999999999999
37902,TRRAP,0.5589999999999999
37905,TSC2,0.5579999999999999
37906,LGR4,0.5579999999999999
37910,SRSF2,0.557
37911,TEC,0.556
37912,SUPT16H,0.556
37915,PLP2,0.556
37930,SFPQ,0.551
37931,KCTD10,0.551
37932,PTK2B,0.55
37935,HSPA6,0.55
37936,EIF4A1,0.55
37938,FOXA2,0.55
37939,LARP1,0.55
37943,OGT,0.5479999999999999
37944,EIF2S3,0.5479999999999999
37945,SKAP1,0.5479999999999999
37946,TBCB,0.547
37947,CPNE3,0.546
37953,TAF4,0.545
37954,RBBP6,0.545
37956,LEO1,0.544
37963,DPF2,0.542
37965,LAMB1,0.542
37966,SEC24D,0.542
37970,FAS,0.541
37974,HDGF,0.54
37978,ABL1,0.54
37979,POLR3H,0.54
37980,RCC1,0.539
37981,OBSL1,0.539
37990,PNPT1,0.5379999999999999
37992,ANKRD44,0.537
37994,SYK,0.536
37995,PCF11,0.536
37996,USP21,0.536
37998,MB21D2,0.536
37999,H3F3A,0.536
38001,SMARCD1,0.535
38002,HCK,0.535
38004,IKBKB,0.534
38005,CDK11B,0.534
38006,ESR1,0.534
38008,WT1,0.534
38009,SEC24C,0.5329999999999999
38010,MORN4,0.5329999999999999
38011,BRD4,0.5329999999999999
38013,UBAP2,0.5329999999999999
38014,SH3RF2,0.5329999999999999
38015,RFC1,0.5329999999999999
38016,HAT1,0.532
38018,U2AF2,0.532
38020,PRKDC,0.532
38022,ABL2,0.532
38024,KIF1A,0.531
38025,FOXA1,0.53
38026,LATS2,0.53
38027,PARN,0.53
38028,CREB3L1,0.53
38031,WWP2,0.529
38034,RAD50,0.529
38035,SPEN,0.529
38036,ANKFY1,0.528
38037,MIS12,0.528
38039,HDLBP,0.527
38040,P4HA1,0.527
38041,PHF6,0.527
38042,TXNRD1,0.527
38043,NPHP3,0.527
38047,KRT222,0.526
38048,BRAP,0.526
38052,NDUFA8,0.525
38056,OTUB2,0.524
38058,MCC,0.524
38059,PAXBP1,0.524
38060,NR5A2,0.524
38061,USP4,0.524
38064,KDM5C,0.522
38065,EFEMP2,0.521
38066,VPS35,0.52
38076,GAR1,0.519
38077,TRAPPC5,0.519
38078,UPF3B,0.518
38079,FAM8A1,0.518
38080,TRIP10,0.518
38081,CUL2,0.518
38083,ZAP70,0.517
38087,TNRC6B,0.517
38088,JUN,0.517
38089,MPP6,0.517
38091,AKT2,0.516
38097,FLNA,0.515
38099,AMER1,0.513
38102,UNK,0.512
38103,UBR5,0.512
38104,SCRIB,0.512
38111,KIF5B,0.511
38113,CABIN1,0.51
38115,RUNX1T1,0.51
38121,IARS2,0.508
38122,MYH9,0.508
38126,POT1,0.507
38127,GPATCH8,0.507
38128,BAG2,0.507
38129,MTHFD1,0.507
38134,IGF1R,0.506
38137,RNF6,0.506
38138,MCM5,0.505
38140,APPL1,0.505
38141,SARS,0.505
38142,KIDINS220,0.505
38143,MORC2,0.505
38144,BIRC6,0.504
38145,ZSCAN20,0.504
38149,HIF1A,0.504
38150,HOXD4,0.504
38151,SNX27,0.504
38154,BICD2,0.504
38158,MASP1,0.503
38159,OPRD1,0.503
38160,SETD5,0.503
38161,MET,0.503
38164,TNK2,0.502
38165,ALK,0.502
38166,ESYT1,0.502
38168,FES,0.501
38169,JMJD1C,0.501
38172,ATP5L,0.5
38173,FAF2,0.5
38174,DLGAP4,0.5
38176,AP2B1,0.5
38177,ITPR3,0.5
38178,IPO11,0.5
38179,SEMA4C,0.5
38182,POLR3B,0.499
38183,NFKB2,0.498
38185,WAS,0.498
38191,MAPK8IP3,0.49700000000000005
38193,PITX2,0.49700000000000005
38194,RELA,0.49700000000000005
38196,LIG3,0.49700000000000005
38200,UBR1,0.496
38208,SETDB1,0.494
38209,UPF2,0.494
38212,NLK,0.494
38218,SND1,0.493
38219,UBE2L3,0.493
38220,HIST1H4K,0.493
38221,KCND3,0.493
38224,KCNA5,0.49200000000000005
38228,PSMA4,0.491
38229,ABCF1,0.491
38232,GNG2,0.491
38234,QKI,0.491
38235,SMARCE1,0.491
38241,CEP63,0.49
38242,COPS4,0.49
38243,CDK19,0.49
38245,TGM1,0.49
38246,JAK2,0.49
38251,PTPRK,0.489
38252,KDSR,0.489
38253,NEK9,0.489
38255,FBRS,0.488
38256,RAB11A,0.488
38258,AICDA,0.48700000000000004
38260,CETN3,0.48700000000000004
38261,ILK,0.48700000000000004
38264,SRSF1,0.48700000000000004
38267,NFKB1,0.486
38268,ATR,0.486
38270,SDHA,0.486
38272,STRIP2,0.486
38280,APOD,0.485
38284,AGO3,0.484
38288,LZTS2,0.483
38289,CNOT8,0.483
38290,C1QA,0.483
38292,RAD1,0.483
38293,ZRSR2,0.48200000000000004
38294,TCF4,0.48200000000000004
38298,NONO,0.48100000000000004
38299,DCTN1,0.48100000000000004
38300,AP1G1,0.48100000000000004
38301,NUP54,0.48100000000000004
38303,SENP2,0.48100000000000004
38304,MOV10,0.48100000000000004
38306,GABPB1,0.48100000000000004
38309,CPSF1,0.48
38310,NT5DC1,0.48
38312,CHEK2,0.48
38313,GTF3C4,0.48
38316,HNRNPL,0.48
38319,CRNKL1,0.479
38324,RABEP1,0.479
38327,LRSAM1,0.479
38328,GRK5,0.478
38331,PPARG,0.478
38333,SRPK2,0.478
38334,NSRP1,0.47700000000000004
38335,EWSR1,0.47700000000000004
38337,CUX1,0.47600000000000003
38339,RET,0.47600000000000003
38341,AGTR1,0.47600000000000003
38343,ERCC6,0.47600000000000003
38346,PFDN5,0.475
38348,FLI1,0.475
38351,SUZ12,0.474
38357,PAN2,0.474
38361,UHRF2,0.474
38365,MYH7B,0.473
38367,CAMKK2,0.473
38368,CCNT1,0.473
38370,AP1S1,0.47200000000000003
38371,UBE2L6,0.47200000000000003
38374,SEC31A,0.47200000000000003
38375,HDAC4,0.47100000000000003
38376,C3,0.47100000000000003
38377,VPS52,0.47100000000000003
38379,ZMYM3,0.47100000000000003
38382,ANXA13,0.47
38383,HOXA9,0.47
38384,PEX3,0.47
38386,CASQ2,0.47
38391,CMTR2,0.469
38394,CNBP,0.469
38395,TP53BP2,0.469
38396,ASCC1,0.469
38399,NCOA6,0.46799999999999997
38400,MAPK6,0.46799999999999997
38402,HACE1,0.46799999999999997
38404,ULK1,0.46799999999999997
38406,MAPRE1,0.46799999999999997
38408,MAPK8,0.46799999999999997
38410,MID1,0.467
38411,BTBD1,0.467
38412,UBA1,0.467
38413,ZBTB16,0.467
38414,RGS2,0.467
38416,CTNNA1,0.467
38418,TP63,0.467
38421,EZH2,0.466
38426,PSMC6,0.465
38430,THOC7,0.465
38431,RAPGEF6,0.465
38440,ZMAT3,0.46399999999999997
38441,HNRNPUL1,0.46399999999999997
38442,MEMO1,0.46399999999999997
38444,PSMB6,0.46399999999999997
38451,VSIG2,0.46299999999999997
38457,CCDC33,0.46299999999999997
38459,ADCYAP1,0.46299999999999997
38460,FBXL17,0.462
38461,HIP1,0.462
38463,SLA,0.462
38465,PDGFRA,0.462
38466,UBE4A,0.462
38469,HBS1L,0.461
38470,EIF2A,0.461
38472,RPS8,0.461
38473,TFG,0.46
38474,FGFR1,0.46
38475,DYNC1I2,0.46
38481,SMCHD1,0.46
38483,SNRPN,0.45899999999999996
38485,SUMO1,0.45899999999999996
38487,FMNL1,0.45899999999999996
38489,NDC80,0.45899999999999996
38490,USP37,0.45899999999999996
38491,SDAD1,0.45899999999999996
38493,YTHDF1,0.45799999999999996
38494,TRERF1,0.45799999999999996
38496,RPGRIP1,0.45799999999999996
38497,CUL7,0.45799999999999996
38499,PITHD1,0.45799999999999996
38503,ANXA7,0.457
38508,ATIC,0.457
38510,BAZ1B,0.457
38512,TBX3,0.457
38513,EID3,0.457
38515,TJP2,0.457
38517,TIMMDC1,0.456
38520,ERBB4,0.456
38521,NR3C1,0.456
38523,DNAJA3,0.455
38524,ZFP36L2,0.455
38525,FMR1,0.455
38526,ZFP64,0.455
38530,MYCN,0.455
38531,CRYZL1,0.45399999999999996
38533,KRT10,0.45399999999999996
38534,HYOU1,0.45399999999999996
38535,UBE2W,0.45399999999999996
38538,BCL10,0.45299999999999996
38539,POU2F1,0.45299999999999996
38540,PTPN4,0.45299999999999996
38544,COPS3,0.45299999999999996
38545,C11orf49,0.45299999999999996
38547,SMARCAD1,0.45299999999999996
38550,USP15,0.452
38551,SNRNP200,0.452
38552,TAF2,0.452
38553,CRMP1,0.452
38556,AMPH,0.452
38557,CLN3,0.452
38558,UBXN7,0.452
38559,IGF2R,0.452
38560,KLC2,0.452
38566,EAPP,0.451
38567,SSRP1,0.451
38568,ECE2,0.451
38569,WWC1,0.45
38570,USP7,0.45
38578,CHD2,0.449
38579,SHMT2,0.449
38581,IL4,0.44799999999999995
38583,GLI1,0.44799999999999995
38584,NR2C2,0.447
38587,NCOR2,0.447
38591,HLA-C,0.446
38595,FLCN,0.446
38596,FUBP3,0.446
38597,ERGIC3,0.446
38598,RNF125,0.446
38600,MRPL13,0.445
38601,TWF2,0.445
38607,UBA6,0.445
38608,IL6ST,0.445
38613,RALA,0.444
38616,BIRC3,0.444
38619,EZR,0.444
38625,WDR36,0.44299999999999995
38626,USP34,0.44299999999999995
38629,MRM1,0.44299999999999995
38631,AQR,0.442
38633,NEB,0.442
38636,ETV6,0.442
38637,PFKM,0.442
38644,KIAA0907,0.441
38645,SEPHS1,0.441
38647,ERC1,0.441
38649,CLTCL1,0.441
38652,ZFHX3,0.44
38654,PDCL,0.44
38657,STAT1,0.44
38658,CYFIP2,0.44
38660,RNF123,0.44
38662,MLLT6,0.44
38665,FBL,0.439
38666,RFX3,0.439
38667,EMILIN1,0.439
38668,TAOK1,0.439
38671,TNFRSF10B,0.43799999999999994
38676,ZRANB2,0.43799999999999994
38677,COL2A1,0.43799999999999994
38678,ACSL3,0.43799999999999994
38681,FUS,0.43799999999999994
38683,IRAK3,0.43799999999999994
38696,STRBP,0.436
38697,MYH7,0.436
38700,LRCH3,0.436
38703,HERPUD1,0.436
38704,ESCO1,0.435
38709,CDC20,0.434
38713,COL1A1,0.434
38717,MIER1,0.433
38724,MYD88,0.433
38725,ZMYND8,0.433
38733,RASAL2,0.43200000000000005
38736,SPRY2,0.43200000000000005
38737,LRIF1,0.431
38738,TXNL1,0.431
38739,MLF2,0.431
38743,PPFIA1,0.431
38745,ZNF45,0.431
38747,SOX5,0.431
38748,APLP1,0.431
38754,MKLN1,0.43
38756,DNAJC7,0.43
38758,TRIM24,0.43
38759,PKN1,0.43
38760,CPEB4,0.429
38763,NAB1,0.429
38764,MEPCE,0.429
38765,PRRC2B,0.429
38767,PAX3,0.429
38768,LAMP2,0.429
38769,AARS2,0.429
38770,IGSF8,0.429
38771,RPN1,0.428
38774,TTN,0.428
38775,FHOD1,0.428
38777,PEA15,0.428
38779,ACTN1,0.428
38783,AMOTL2,0.42700000000000005
38784,HCCS,0.42700000000000005
38785,TRIM33,0.42700000000000005
38787,TAF13,0.42700000000000005
38788,FOXO1,0.42700000000000005
38792,DNMT3B,0.42700000000000005
38794,ABLIM1,0.426
38796,PRDM16,0.426
38799,CEBPB,0.426
38801,UBE2O,0.426
38803,CDKN2C,0.425
38804,CKM,0.425
38805,GLS,0.425
38807,HMGCR,0.425
38809,PCGF6,0.425
38812,FTSJ3,0.424
38815,BTF3,0.424
38817,ACTR2,0.424
38818,SVIP,0.424
38819,STK16,0.424
38821,PHB,0.424
38824,HAND2,0.423
38825,ATXN7,0.423
38827,LRP1,0.423
38829,ARHGEF2,0.423
38832,RSPRY1,0.423
38833,FAM188A,0.423
38834,DPF3,0.42200000000000004
38840,DYRK1B,0.42200000000000004
38843,RBM15B,0.42200000000000004
38845,PTBP1,0.42200000000000004
38847,PHC1,0.42200000000000004
38849,ATP1A1,0.42100000000000004
38852,KRT18,0.42100000000000004
38853,HDAC7,0.42100000000000004
38854,EEA1,0.42100000000000004
38855,TM9SF3,0.42100000000000004
38856,PDCD10,0.42100000000000004
38862,NAE1,0.42
38865,SART3,0.419
38866,RPH3A,0.419
38867,DVL3,0.419
38870,POMT1,0.419
38871,CKAP4,0.419
38872,ATL1,0.419
38873,KTN1,0.419
38874,CKS1B,0.419
38877,PAN3,0.419
38878,ASB6,0.418
38879,IPO5,0.418
38880,ERG,0.418
38883,GINS1,0.418
38884,LRRC40,0.418
38888,RAI2,0.418
38889,TSGA10,0.418
38891,MON2,0.418
38892,HUNK,0.41700000000000004
38893,METTL3,0.41700000000000004
38894,PER1,0.41700000000000004
38899,NCOA1,0.41700000000000004
38900,DYNC1LI1,0.41700000000000004
38901,RBM17,0.41700000000000004
38904,KIF2A,0.41600000000000004
38906,SS18,0.41600000000000004
38907,SYT6,0.41600000000000004
38912,IL16,0.415
38914,RUFY2,0.415
38916,PVRIG,0.415
38919,MRFAP1,0.415
38920,ZC3H11A,0.415
38922,MYLK,0.415
38923,HEATR5B,0.415
38924,SLC25A5,0.415
38927,BACH2,0.414
38934,HSP90B1,0.414
38936,DGCR8,0.414
38940,ZFC3H1,0.413
38943,RNF31,0.413
38944,ZNF609,0.413
38945,DMAP1,0.413
38946,PIAS1,0.413
38948,GBAS,0.41200000000000003
38949,COPS5,0.41200000000000003
38951,NR2F1,0.41200000000000003
38956,PRKCQ,0.41200000000000003
38958,DNAJA4,0.41200000000000003
38965,CCT4,0.41100000000000003
38967,NCAPH,0.41100000000000003
38970,PABPC4,0.41100000000000003
38971,FRYL,0.41
38973,NFRKB,0.41
38974,ADAM10,0.41
38975,RAB1B,0.409
38976,BUB1B,0.409
38982,MACF1,0.409
38984,NPM1,0.409
38986,TRPC4AP,0.408
38988,PSMA6,0.408
38989,IPO9,0.408
38991,FIGNL1,0.408
38992,EXOC7,0.408
38994,A1CF,0.408
39002,ZHX1,0.40700000000000003
39007,DROSHA,0.40700000000000003
39010,EPS15L1,0.40700000000000003
39013,PML,0.406
39014,TARS,0.406
39016,TRPC5,0.406
39023,NTRK1,0.406
39024,SPG20,0.406
39025,NUP214,0.406
39027,AXL,0.405
39032,DIMT1,0.405
39033,A2M,0.405
39034,SMAD7,0.405
39050,ELL2,0.40399999999999997
39051,KCNQ5,0.40399999999999997
39052,EED,0.40299999999999997
39054,ARHGAP17,0.40299999999999997
39055,MECOM,0.40299999999999997
39056,TNP1,0.40299999999999997
39057,NUP98,0.40299999999999997
39058,RTN4,0.40299999999999997
39059,ALG10,0.40299999999999997
39062,TNIK,0.402
39067,USP25,0.402
39072,PANX1,0.402
39079,PHKB,0.401
39080,ADAMTS1,0.401
39083,DNM2,0.401
39087,IKBKG,0.4
39088,MAP4,0.4
39091,CTR9,0.4
39093,C19orf52,0.4
39100,EIF4G3,0.39899999999999997
39102,CETN2,0.39899999999999997
39104,TOX4,0.39899999999999997
39108,CYC1,0.39799999999999996
39111,PPP1R12A,0.39799999999999996
39114,ITGA7,0.39799999999999996
39115,PRKCG,0.39799999999999996
39116,POLE,0.39799999999999996
39117,FIP1L1,0.397
39118,ATP6V0A1,0.397
39122,TNFAIP1,0.397
39123,FBXO11,0.397
39125,NT5C2,0.397
39131,CDC73,0.396
39135,TCF3,0.396
39136,UBXN1,0.396
39137,WDR44,0.396
39140,H2AFY,0.396
39141,GPSM1,0.396
39144,HNF1A,0.395
39147,PSMC4,0.395
39153,HSPB1,0.395
39157,BAI1,0.39399999999999996
39160,NFIC,0.39399999999999996
39162,PELP1,0.39399999999999996
39163,BTK,0.39399999999999996
39171,PREP,0.39299999999999996
39173,CLCN3,0.39299999999999996
39175,RAD54B,0.39299999999999996
39178,CYP51A1,0.39299999999999996
39183,SRFBP1,0.392
39184,AKAP11,0.392
39187,TRIM41,0.392
39189,THAP1,0.392
39194,SRSF11,0.392
39197,AHI1,0.392
39198,PAX7,0.392
39200,RMND1,0.391
39201,ZDHHC17,0.391
39203,SCARA3,0.391
39205,HOPX,0.391
39209,GTPBP4,0.39
39211,OTUD4,0.39
39212,SF3B3,0.39
39214,PVRL3,0.39
39218,UBE2T,0.389
39219,NPEPPS,0.389
39227,YWHAQ,0.389
39229,AZI2,0.389
39236,LDB1,0.38799999999999996
39237,CENPB,0.38799999999999996
39238,TGFB1,0.38799999999999996
39239,NCOA3,0.38799999999999996
39241,SON,0.38799999999999996
39247,PRPF19,0.387
39248,KRT19,0.387
39250,POF1B,0.387
39251,KIFC3,0.387
39255,BCL11A,0.386
39259,LEF1,0.386
39260,SNX1,0.386
39262,TNIP1,0.386
39267,PEX5,0.386
39269,NDE1,0.386
39270,EIF2B3,0.385
39271,GIT2,0.385
39274,KDM5B,0.385
39275,HDAC6,0.385
39279,PRKCE,0.385
39283,RAPGEF1,0.385
39287,METTL12,0.385
39288,STIM2,0.385
39289,SDC3,0.385
39291,TERF2IP,0.384
39299,FRAS1,0.384
39301,INTS6,0.384
39305,TCP1,0.384
39308,DAB2IP,0.38299999999999995
39311,USP2,0.38299999999999995
39313,FBXL20,0.38299999999999995
39315,TBC1D4,0.38299999999999995
39319,LMO4,0.382
39322,RPS19,0.382
39326,SHC1,0.382
39329,UBE2E3,0.382
39333,FOS,0.381
39334,IGSF1,0.381
39335,AKAP9,0.381
39336,GET4,0.381
39337,HEPACAM2,0.381
39341,SPG7,0.381
39345,CD44,0.381
39346,KPNA2,0.38
39347,NR2F2,0.38
39349,GFOD1,0.38
39350,PPARGC1A,0.38
39351,P4HA3,0.38
39356,CLTC,0.38
39357,DEF6,0.38
39360,RCBTB2,0.379
39362,RANBP2,0.379
39363,CREB3,0.379
39369,PTPN6,0.37799999999999995
39370,PRKCZ,0.37799999999999995
39371,ANTXR1,0.37799999999999995
39372,RBM15,0.37799999999999995
39374,SF3A2,0.37799999999999995
39377,MED13,0.37799999999999995
39379,CLK1,0.37799999999999995
39381,CTTNBP2NL,0.377
39382,COLEC12,0.377
39388,BRCC3,0.377
39389,ARNT2,0.377
39392,PKP3,0.377
39394,FAM219A,0.377
39395,DHX57,0.377
39399,MPP5,0.376
39400,CIRBP,0.376
39401,ERAP1,0.376
39404,EIF4A2,0.376
39407,RIPK1,0.376
39409,DNAJA1,0.376
39411,ZNF398,0.376
39416,TRIM65,0.375
39419,TAF15,0.375
39422,HGS,0.375
39423,SMG8,0.375
39424,KRT1,0.375
39425,NPLOC4,0.375
39427,HSPA4,0.375
39428,ACIN1,0.375
39431,MAP1B,0.375
39434,GMCL1,0.374
39436,GLDC,0.374
39437,CBL,0.374
39438,SUFU,0.374
39439,USP47,0.374
39440,RPL10,0.374
39441,PPP6R1,0.374
39446,FAM83H,0.374
39448,SIN3B,0.374
39450,BZRAP1,0.374
39454,PPP1R10,0.373
39456,ATP6V1C2,0.373
39457,CDC25C,0.373
39458,CSNK1G3,0.373
39463,CD74,0.373
39466,RALGAPA1,0.37200000000000005
39468,SPECC1,0.37200000000000005
39469,RRN3,0.37200000000000005
39475,ZNF207,0.37200000000000005
39479,SELENBP1,0.371
39483,YWHAE,0.371
39486,IGF2BP2,0.371
39487,TMEM41B,0.371
39488,MYO9B,0.371
39490,RPL37A,0.37
39492,USP13,0.37
39498,TET2,0.37
39499,CASP3,0.37
39501,MAPK9,0.37
39504,NOP2,0.37
39505,PRNP,0.37
39506,LEMD3,0.37
39508,BCLAF1,0.37
39509,RAP1GAP,0.37
39510,COPA,0.37
39512,FMOD,0.369
39521,XRCC5,0.369
39522,ZBTB17,0.369
39526,CBLB,0.369
39528,CDC23,0.369
39531,OCIAD1,0.368
39533,AKAP8,0.368
39534,GOLGA5,0.368
39536,TRIM63,0.368
39537,U2SURP,0.368
39538,FAM175B,0.368
