,gene,score
358,ZNF790,0.63835
359,KLK6,0.638257
360,ACYP2,0.637903
361,SPINK14,0.637814
362,ZNF493,0.637433
363,SCGB1D4,0.637268
364,SYP,0.636863
365,MAP2K1,0.636541
366,TMBIM4,0.636166
367,ZNF85,0.635826
368,RPL8,0.635636
369,SNAI3,0.635425
370,ZDHHC24,0.635357
371,ZNF333,0.635136
372,SURF6,0.634399
373,PILRA,0.633506
374,GCH1,0.632903
375,HBA1,0.632882
376,ABCD3,0.632848
377,SPATA31D1,0.632456
378,ZNF534,0.632337
379,ZNF426,0.632307
380,OBP2B,0.632095
381,ZNF620,0.631639
382,CYLC1,0.631489
383,MUC5B,0.631413
384,UHMK1,0.63108
385,AP1S3,0.630825
386,TXNL1,0.630739
387,HES6,0.630327
388,ZNF43,0.629904
389,PTPN11,0.629676
390,ZNF721,0.629529
391,KLRC4,0.629244
392,AP4S1,0.629062
393,DCK,0.628626
394,GCDH,0.628323
395,CD52,0.628187
396,PIGL,0.628102
397,RPE,0.628056
398,SLC3A2,0.628013
399,AMZ2,0.627875
400,ZNF716,0.627646
401,TNFRSF10A,0.627528
402,GPR137B,0.627323
403,CTSG,0.627299
404,JMJD8,0.627229
405,RNASE2,0.627136
406,ARSE,0.626643
407,GSDMD,0.626297
408,FAH,0.626124
409,SLFN12L,0.626014
410,OR2L8,0.625851
411,PPP1CA,0.625675
412,ZNF671,0.625619
413,DPY30,0.625505
414,DUXA,0.625325
415,TIMM8B,0.625235
416,NDUFA9,0.625213
417,ZNF695,0.625032
418,SIRT3,0.624768
419,NCR1,0.624651
420,DEFB114,0.624514
421,PRAMEF13,0.624503
422,WFS1,0.624318
423,TAS2R31,0.624161
424,GPR34,0.624139
425,ABCD1,0.62287
426,MAP1LC3B,0.622853
427,OR2T10,0.622853
428,CDHR5,0.622729
429,RRM2,0.622684
430,BORA,0.622636
431,UXS1,0.622305
432,IL3RA,0.622294
433,TCF15,0.622281
434,CLN3,0.622192
435,IDH1,0.621776
436,TCTE3,0.621433
437,ZNF83,0.62141
438,NFE2L3,0.621206
439,PLP1,0.620772
440,CCL25,0.620561
441,MORN2,0.62042
442,CEACAM5,0.620408
443,RAET1L,0.620331
444,OR2T12,0.620148
445,MUC22,0.619899
446,CD5,0.619867
447,ZDHHC22,0.619524
448,NIPAL3,0.619516
449,DPAGT1,0.619501
450,NR2F1,0.619271
451,COPS5,0.619093
452,ZNF675,0.618842
453,LCN12,0.618828
454,MAGEA12,0.6184
455,HHLA2,0.618204
456,HDGF,0.618163
457,NAT2,0.618138
458,SPINK2,0.617942
459,CDRT15,0.617766
460,GJB6,0.617512
461,ZNF431,0.617511
462,LYPD5,0.617141
463,ZNF846,0.617113
464,SPATA31E1,0.617064
465,ECE2,0.616985
466,IFNE,0.616791
467,NANOGNB,0.616415
468,SPDYE4,0.616353
469,MTM1,0.615981
470,MAGEA11,0.615717
471,NLRP13,0.615599
472,PAGE1,0.615321
473,VSTM1,0.61519
474,TTC39A,0.61492
475,TNNI3,0.614897
476,TNFRSF12A,0.614698
477,DKK4,0.614611
478,OR9Q1,0.614583
479,ZNF792,0.614481
480,NLRP5,0.614448
481,CSF2RA,0.614383
482,ZNF117,0.614191
483,EGFL7,0.614105
484,NXF5,0.613941
485,RBM45,0.613885
486,KRTAP4-4,0.613813
487,ARFIP1,0.613783
488,MFSD11,0.613464
489,TAS2R46,0.613302
490,OR7A5,0.613242
491,CLDN7,0.613233
492,PSMB10,0.613138
493,ESX1,0.613073
494,PTS,0.612742
495,FOXD4L3,0.61267
496,F8,0.612428
497,WDR76,0.612126
498,CLEC9A,0.612057
499,SOCS3,0.61205
500,ZNF138,0.612044
501,CST8,0.611866
502,NLRP2,0.611804
503,HEPN1,0.611636
504,KRTAP9-4,0.611516
505,ULBP2,0.611474
506,MS4A6E,0.610695
507,RGL4,0.61055
508,CHMP1A,0.610448
509,ZNF257,0.610247
510,ZNF182,0.610057
511,TIMM17B,0.610044
512,PMP22,0.609912
513,ZNF677,0.609781
514,FCRL2,0.609673
515,KRTAP12-4,0.60935
516,BRAF,0.609295
517,ZNF727,0.608619
518,FDCSP,0.608253
519,SURF1,0.608099
520,ZNF418,0.608049
521,SPESP1,0.607981
522,TMEM190,0.607867
523,OR51A2,0.607821
524,KLHL17,0.607692
525,S100A7A,0.607191
526,PRG2,0.607072
527,MS4A2,0.607039
528,PRPS1,0.607004
529,LILRB5,0.606902
530,TAZ,0.606713
531,ACTG1,0.606645
532,CYB5B,0.606615
533,DYNAP,0.60654
534,NANOG,0.606346
535,RHOXF1,0.606306
536,TCF7L2,0.606282
537,TCF12,0.606198
538,PIGA,0.606169
539,RAP2C,0.605952
540,LCE1D,0.605835
541,ZCCHC3,0.605624
542,PAGE5,0.605592
543,MEN1,0.605492
544,WFDC10B,0.604792
545,CST5,0.604761
546,ZNF596,0.604724
547,IDUA,0.604489
548,ATP5S,0.604409
549,KLK3,0.604406
550,TPRX1,0.60429
551,BLOC1S2,0.604157
552,MAGEA8,0.604126
553,ZNF550,0.604043
554,NBPF16,0.603841
555,CNGA1,0.603763
556,NXF3,0.603711
557,ZNF860,0.60345
558,GDAP1,0.60343
559,XKR3,0.603368
560,CST1,0.603333
561,AUH,0.603044
562,OBP2A,0.60304
563,ACTB,0.602964
564,ZNF627,0.602605
565,ZNF469,0.602459
566,CASP5,0.602342
567,ZNF843,0.602328
568,CLCN4,0.602068
569,ODF3L2,0.602035
570,ZNF594,0.601559
571,CNN2,0.601545
572,RNF121,0.601217
573,AP1S2,0.601046
574,BTN3A3,0.600881
575,OR10H3,0.600228
576,CFHR4,0.600191
577,KRTAP19-7,0.600113
578,TPM4,0.59982
579,FAM124B,0.5995
580,TMUB1,0.599383
581,ZNF267,0.599328
582,DUT,0.599325
583,POM121L12,0.59911
584,MVB12A,0.59886
585,NLGN4Y,0.598522
586,RAP2A,0.598474
587,MRPS9,0.598433
588,OR2M7,0.598398
589,MDK,0.59827
590,CT47B1,0.597709
591,RNASET2,0.59766
592,FBXW12,0.597554
593,GBA,0.597481
594,IL32,0.597413
595,IGFL4,0.597343
596,TBC1D28,0.597337
597,EZH2,0.596374
598,ZNF814,0.596234
599,TBX22,0.596232
600,ILK,0.596197
601,ZNF93,0.595968
602,VN1R2,0.595896
603,ZNF615,0.595861
604,NARF,0.595679
605,IVD,0.59536
606,KRTAP19-4,0.595162
607,TGFBR2,0.595074
608,CLLU1OS,0.594964
609,FHL2,0.594471
610,PAFAH1B2,0.594383
611,ZNF781,0.594335
612,ZNF57,0.594189
613,RPA4,0.594165
614,TRIM22,0.593935
615,DEFB128,0.593729
616,POU5F1B,0.593709
617,MRPL45,0.593374
618,GPR32,0.593357
619,PLS3,0.593272
620,ZNF880,0.593253
621,CCL14,0.593049
622,SIGLEC14,0.593017
623,HAVCR1,0.592961
624,MAF,0.59275
625,ZNF347,0.592452
626,CDKN1C,0.592276
627,IL20,0.591978
628,RND3,0.591922
629,SOX7,0.591789
630,ABCB7,0.591784
631,NDP,0.591475
632,NOMO2,0.591283
633,ZNF610,0.591276
634,NLRP4,0.591217
635,CEACAM8,0.591064
636,TAS2R50,0.590658
637,LCE2C,0.590649
638,GSTA5,0.590597
639,DNMT3A,0.590563
640,INSL3,0.590357
641,TRIM31,0.590246
642,LAIR1,0.590136
643,FLYWCH1,0.589988
644,STEAP1B,0.589805
645,CLCN5,0.589776
646,ZNF599,0.589644
647,KLF8,0.589517
648,TEX19,0.589469
649,GSTO1,0.589466
650,THAP6,0.589422
651,RFPL1,0.589224
652,OSR1,0.589209
653,MBD2,0.589191
654,TRABD2A,0.588546
655,OR2T4,0.588361
656,RAB33A,0.588315
657,USP29,0.588285
658,ZNF713,0.588242
659,GATA5,0.588109
660,ZNF701,0.588018
661,TMEM145,0.58799
662,CEACAM18,0.587871
663,ZNF136,0.587858
664,ACTA1,0.587778
665,LCE1B,0.587769
666,TRIM32,0.587709
667,ZNF749,0.587605
668,SHOX,0.587392
669,ZNF506,0.587388
670,OR5D13,0.587301
671,BIK,0.587244
672,SULT4A1,0.586447
673,ZNF681,0.58636
674,CMC2,0.586291
675,EFCAB11,0.586055
676,FRAT1,0.585935
677,TCL1A,0.585843
678,ZNF680,0.585785
679,ZNF433,0.585628
680,MAOA,0.585586
681,KCNQ1,0.585518
682,LONRF3,0.585499
683,CD99,0.585333
684,POLR2F,0.585191
685,L1CAM,0.585184
686,ZC4H2,0.585128
687,IFNA5,0.585115
688,OAS2,0.585102
689,GLYATL2,0.584868
690,TTLL3,0.584834
691,NEK7,0.584682
692,IFITM2,0.584362
693,KATNAL2,0.584203
694,ZNF799,0.584194
695,MAGEC2,0.584125
696,PSEN2,0.584106
697,MUC21,0.583893
698,MAGEB16,0.583861
699,ZNF442,0.583802
700,MS4A5,0.583743
701,HMX1,0.583497
702,PNMA3,0.583352
703,VHL,0.583228
704,ZNF557,0.583137
705,SMUG1,0.583128
706,PTEN,0.583064
707,VWA1,0.58306
708,ASL,0.583043
709,CYP11B1,0.582959
710,TSPAN32,0.582867
711,ZNF778,0.582768
712,PDE9A,0.582699
713,MIS18A,0.582513
714,PCCB,0.582418
715,ZNF578,0.582379
716,FKBP1A,0.582334
717,KLRC3,0.582086
718,GJB1,0.581802
719,SPTLC1,0.581768
720,BTNL8,0.581701
721,HLA-DRB1,0.581647
722,SUN3,0.581542
723,MCMDC2,0.581497
724,EFCAB13,0.581468
725,ZNF613,0.581229
726,SPRR2G,0.581228
727,IL36B,0.581152
728,CFHR5,0.581086
729,ATP6V1G2,0.581045
730,ZNF254,0.580999
731,TPRG1L,0.580956
732,CTNNB1,0.580744
733,WDR13,0.580654
734,MAGEB4,0.580653
735,SRPX,0.580637
736,OR2M5,0.580632
737,PANK3,0.580537
738,KRTAP20-1,0.580526
739,ANG,0.580499
740,KLK15,0.5804
741,APOBEC3H,0.580358
742,RAB11A,0.580265
743,LRR1,0.579878
744,CCDC7,0.579811
745,TPTE2,0.579667
746,CCDC121,0.579631
747,ZNF75D,0.579289
748,GNGT1,0.579233
749,ZNF430,0.579219
750,ALYREF,0.57906
751,DBF4B,0.579027
752,ZNF732,0.578981
753,PARS2,0.578955
754,RHD,0.578951
755,CD300LG,0.578774
756,CCDC144NL,0.578724
757,AR,0.578594
758,ANP32A,0.57856
759,SYPL1,0.578465
760,OR10G4,0.578365
761,RBBP7,0.578358
762,SIGLEC12,0.578313
763,HMGCL,0.578124
764,PCYT2,0.578079
765,PLA2G2A,0.577961
766,SAGE1,0.57764
767,HEPH,0.577495
768,RNASE3,0.577455
769,ZDHHC11,0.577408
770,KRTAP19-3,0.577399
771,ZNF821,0.57731
772,CD274,0.577293
773,FAM9B,0.577189
774,OR1D5,0.577182
775,DAPL1,0.577091
776,FOXR2,0.577014
777,CSN2,0.576888
778,GAS1,0.576886
779,HSD17B10,0.576844
780,RAMP2,0.576834
781,SYCE1,0.576816
782,ZNF343,0.576647
783,MYL10,0.576551
784,SLC25A43,0.57652
785,IVL,0.576519
786,OR2T33,0.57628
787,RPS6KA3,0.576015
788,PNPLA4,0.575828
789,OR10H5,0.57571
790,BTNL3,0.575679
791,GRPR,0.57567
792,GOLM1,0.575669
793,ZNF160,0.575622
794,CD55,0.575423
795,ZNF91,0.575364
796,EME2,0.575329
797,LCE2B,0.575294
798,ANP32D,0.575233
799,LILRB4,0.575188
800,TBATA,0.575177
801,TMEM258,0.575124
802,ERP27,0.574982
803,LSM3,0.574963
804,FMR1NB,0.574911
805,GBP3,0.574875
806,ZNF577,0.574795
807,TNNT1,0.574635
808,IRX3,0.574628
809,CEACAM7,0.574592
810,LILRB3,0.574515
811,TAS2R39,0.574376
812,BCKDHA,0.574149
813,CYB5R2,0.573847
814,HMSD,0.573545
815,IFNAR1,0.573465
816,OR4K17,0.573414
817,OR5B2,0.573387
818,CD80,0.573118
819,ARIH2,0.573115
820,ADAM29,0.573081
821,ZNF540,0.573043
822,KRTAP10-10,0.573002
823,OR4A16,0.57297
824,EIF2B1,0.572833
825,CD81,0.572779
826,GZMM,0.572663
827,NPAP1,0.572643
828,TXNRD3NB,0.572626
829,ANKRD54,0.572611
830,LILRB1,0.572505
831,PRSS22,0.572483
832,ZNF823,0.572463
833,ZNF552,0.572448
834,LCN8,0.572434
835,ULBP3,0.572349
836,TP53TG3D,0.572306
837,EXT2,0.572257
838,RCBTB1,0.572098
839,SDHC,0.571944
840,SLC22A10,0.571763
841,OR8J3,0.571567
842,SNCA,0.571511
843,PAK3,0.571469
844,KRBOX4,0.571377
845,POTEC,0.571342
846,IFI44,0.571278
847,NKX6-2,0.571153
848,ARIH2OS,0.571011
849,SMAD4,0.570931
850,MDH1,0.570904
851,TATDN3,0.570881
852,MYL12A,0.570836
853,DIRC1,0.570819
854,TARM1,0.57068
855,OR5H15,0.570611
856,ANKRD30A,0.570494
857,CD70,0.570434
858,GCSAM,0.570429
859,RBMXL1,0.570247
860,ZNF107,0.570084
861,TMEM107,0.569815
862,NLRP9,0.569529
863,FAM218A,0.569371
864,CYBB,0.569366
865,STYXL1,0.569273
866,GML,0.569264
867,UTY,0.569199
868,ZNF14,0.569097
869,CCL7,0.569093
870,ZNF154,0.569032
871,CCDC84,0.569011
872,OR2L3,0.568863
873,ANKRD18A,0.568689
874,VKORC1L1,0.568633
875,STOM,0.568572
876,CYGB,0.568493
877,CSH1,0.568374
878,SPATA8,0.568348
879,SNAP29,0.568167
880,PDHA1,0.568043
881,ZSCAN1,0.567957
882,ZNF480,0.567939
883,ORM1,0.567883
884,THRA,0.567649
885,ZNF682,0.567636
886,TNFRSF14,0.567544
887,SNRPG,0.567326
888,SUV39H1,0.567252
889,TMEM216,0.567141
890,CLEC12A,0.567137
891,CCDC179,0.567075
892,ZNF841,0.567029
893,KLRB1,0.566811
894,RHOD,0.566795
895,TRIM13,0.566777
896,CD4,0.566722
897,RAB14,0.566657
898,SIGLEC6,0.566523
899,TSPYL4,0.56643
900,ZNF396,0.565993
901,ERCC6L,0.565734
902,MAFF,0.565643
903,EFNA2,0.565538
904,THEG,0.565522
905,FGFR1,0.565386
906,SPTSSB,0.565344
907,CCNB3,0.565198
908,ANKRD16,0.565051
909,TMEM91,0.564787
910,WDR5,0.564767
911,TNFRSF1B,0.564639
912,OR2B6,0.564571
913,EIF2S3,0.564563
914,ZNF737,0.564435
915,HLA-DQA1,0.564382
916,KRTAP9-3,0.564363
917,MICA,0.564264
918,ZNF559,0.564223
919,ZNF793,0.564063
920,AK2,0.563971
921,PKM,0.563855
922,CSHL1,0.563769
923,TWIST2,0.563718
924,GLRA2,0.56371
925,ZNF700,0.563574
926,SRY,0.563555
927,OR5C1,0.563449
928,GALE,0.563358
929,MAD2L1BP,0.563282
930,KCNC3,0.563162
931,OR52N5,0.563048
932,CCDC125,0.563011
933,FAM210A,0.562938
934,MMACHC,0.562859
935,LEPROT,0.562793
936,ZNF17,0.562748
937,RRM2B,0.562701
938,TAS2R10,0.562678
939,RAB24,0.562674
940,TARBP2,0.562455
941,CD164,0.562244
942,ZNF529,0.561825
943,ZNF845,0.561799
944,KRTAP21-2,0.561432
945,LSM4,0.561288
946,GPX4,0.561216
947,RAB2A,0.561187
948,PRRG1,0.561181
949,CDKL5,0.561142
950,OR2L5,0.561136
951,MAS1L,0.561122
952,R3HCC1,0.561085
953,DNAJC5,0.561042
954,HDGFL1,0.560959
955,SPINT3,0.560569
956,MTFR1,0.560565
957,TUSC1,0.560483
958,ACTR1B,0.560444
959,ETFDH,0.560183
960,MT2A,0.560173
961,ZNF878,0.560162
962,MAFB,0.560084
963,IL4,0.559859
964,ZNF280A,0.559855
965,ZNF714,0.559786
966,ZNF354A,0.559446
967,TMEM225,0.559398
968,MS4A14,0.559303
969,GLB1,0.559284
970,LDHD,0.55928
971,RSPO4,0.559117
972,ACTA2,0.559084
973,PPP6C,0.558904
974,SLC6A8,0.55884
975,DNMT3L,0.558765
976,SMARCA2,0.558691
977,STK19,0.558681
978,TCEAL2,0.558679
979,TAS2R14,0.558534
980,DHODH,0.558357
981,ARG2,0.55833
982,UBE2N,0.558305
983,UBE2E1,0.558251
984,SLC25A14,0.558142
985,HES5,0.558118
986,PANK2,0.558056
987,PCMTD1,0.557999
988,GIMAP6,0.557923
989,UBR7,0.557803
990,SPINK9,0.5578
991,CT62,0.557794
992,ISY1,0.557711
993,LUZP4,0.557652
994,HOMER2,0.557418
995,ZNF587B,0.557415
996,CCL23,0.557354
997,CXCL10,0.55729
998,ZNF528,0.557118
999,TPSD1,0.557055
1000,CCDC130,0.557035
1001,ZNF766,0.556896
1002,LIME1,0.556847
1003,ALDOC,0.556774
1004,CD58,0.556666
1005,ZNF488,0.556361
1006,LY6E,0.556269
1007,DLX6,0.55608
1008,OR8H1,0.555782
1009,UGT2B28,0.55575
1010,ZNF835,0.555654
1011,PYCARD,0.555635
1012,HMGN5,0.555537
1013,TMED3,0.555511
1014,ZNF816,0.555083
1015,ZNRF4,0.554987
1016,CD59,0.554919
1017,ZIM3,0.554914
1018,PRR18,0.554776
1019,TPO,0.554773
1020,OR5J2,0.554752
1021,REG1B,0.554714
1022,FOS,0.554697
1023,ARL1,0.55462
1024,PPP1R1A,0.554553
1025,ZNF443,0.554445
1026,KCTD12,0.554427
1027,SPACA7,0.554424
1028,TUBB8,0.55434
1029,FAM220A,0.55426
1030,APOBEC3B,0.554196
1031,LILRB2,0.554077
1032,DKC1,0.553992
1033,CCL18,0.553969
1034,CCDC74B,0.553903
1035,IL6R,0.553889
1036,PRM1,0.553874
1037,GLUD1,0.553829
1038,FAM9C,0.55358
1039,MESP2,0.55358
1040,OR7E24,0.553551
1041,SIGLECL1,0.553426
1042,SOD3,0.553289
1043,TNFRSF25,0.55324
1044,KRTAP5-10,0.553239
1045,TMEM221,0.552981
1046,RPS29,0.552899
1047,MPV17,0.55284
1048,DEFA4,0.552637
1049,MRPL48,0.552569
1050,GAS6,0.552359
1051,EGLN2,0.552151
1052,CNRIP1,0.552117
1053,CCDC178,0.552046
1054,PRSS48,0.552017
1055,ATAD3A,0.551972
1056,ALPL,0.55187
1057,IFIT5,0.551844
1058,TBC1D7,0.551786
1059,KRTCAP2,0.551785
1060,TNS4,0.551767
1061,TKT,0.551735
1062,OR2H1,0.551649
1063,OR4K13,0.551516
1064,PRR4,0.551499
1065,ATP6V1C1,0.551427
1066,CD47,0.551371
1067,MBD1,0.55115
1068,TSC22D4,0.551133
1069,RTCA,0.55106
1070,PHGR1,0.551015
